phrase,freq,f_len,max_subgram_freq,partial_order,min_support,mutual_confidence,f_avg_wordlength,f_pos_nn,f_pos_prop,f_pos_verb,f_pos_adj,f_pos_deter,f_pos_empty,f_pos_other,f_completeness,f_postagUniqueness,is_know_phrase
electro-magnetic railgun (em rg,5,4,0,0,0.36,-1,7.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
electro-optic infrared (eo /ir) sensor technology,1,6,2,0,-1,-1,7.33,0.833,0.0,0.0,0.167,0.0,0.0,0.0,0,1,2
electromagnetic environment,1,2,0,0,0.07,-1,13.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
electromagnetic railgun fy,1,3,0,0,0.07,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
electromagnetic signature management,1,3,1,0,0.07,-1,11.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
electromagnetic spectrum,2,2,0,0,0.14,-1,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
electromagnetic system,1,2,0,0,0.07,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,1,2
electromagnetic system advanced technology program,1,5,12,0,0.07,-1,9.2,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
electromagnetic system applied research program,1,5,27,0,0.07,1.0,8.6,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
electromagnetic system program,1,3,1,0,0.07,-1,9.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
electromagnetic system description,1,3,1,0,0.07,-1,10.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
electromagnetic threat,1,2,0,0,0.07,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
electromagnetic spectrum (em,1,3,2,0,0.07,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
electromagnetic system activity,3,3,1,0,0.21,-1,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
electronic attack,1,2,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
electronic controller,2,2,0,0,0.14,-1,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
electronic surveillance,1,2,0,0,0.07,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
electronic warfare,32,2,0,0,2.29,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
electronic warfare support,1,3,32,0,0.03,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
electronic warfare technology description,1,4,32,0,0.03,-1,9.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
electronic,2,1,0,0,0.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
electronic attack (ea )`sep` e lectronic surveillance (es )`sep` e,1,10,1,0,-1,-1,4.9,0.7,0.0,0.0,0.1,0.0,0.2,0.0,0,0,2
electronic protection,2,2,0,0,0.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
electronic protection (ep,1,3,2,0,0.07,-1,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
electronic warfare (ew,2,3,32,0,0.06,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
electronic warfare electromagnetic spectrum,1,4,32,0,0.03,8.25,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
electronic warfare rf communication,1,4,32,0,0.03,16.5,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
electronic warfare rf communication system,7,5,32,0,0.22,6.5,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
electronic warfare rf communication system position,1,6,32,0,0.03,-1,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
electronics,6,1,0,0,0.43,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
electronics warrior performance,1,3,1,0,0.07,-1,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
elektra,22,1,0,0,1.57,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
elektra inp,1,2,0,0,0.05,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
elektra inp effort,9,3,18,0,0.41,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
elektra inp effort artificial intelligence,1,5,121,0,0.05,0.008,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
elektra loop,2,2,0,0,0.09,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
elektra loop artificial intelligence,1,4,121,0,0.05,0.012,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
elektra navy,1,2,0,0,0.05,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
em,22,1,0,0,1.57,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
em railgun,1,2,0,0,0.05,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
em railgun provides multi-mission potential,1,5,2,0,0.05,0.5,7.8,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
em refine,1,2,0,0,0.05,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
em rg,1,2,0,0,0.05,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
embedded electronic system,1,3,0,0,0.07,-1,8.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,4
emergent operation stressor,2,3,1,0,0.14,-1,8.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
emergent technology,2,2,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
emerging threat description,1,3,1,0,0.07,-1,8.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
emerging ai capability,2,3,3,0,0.14,-1,6.67,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
emerging ai capability create learning,1,5,5,0,0.07,-1,6.8,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0,0,2
emerging technology,1,2,0,0,0.07,-1,9.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,2
emerging vehicle program,1,3,1,0,0.07,-1,7.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
emphasis,3,1,0,0,0.21,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
emphasized,1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
employment,7,1,0,0,0.5,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
emr subsystem,2,2,0,0,0.14,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
emr high-power,1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
emrg,128,1,0,0,9.14,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
emrg em railgun,1,3,1,0,0.01,-1,4.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
emrg emrg,1,2,0,0,0.01,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
emrg high-power,1,2,0,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
emrg innovative naval prototype,1,4,61,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
emrg inp,1,2,0,0,0.01,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
emrg naval prototype,1,3,5,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
emrg navy,1,2,0,0,0.01,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
emrg provides multi-mission potential,1,4,2,0,0.01,-1,8.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
emrg railgun,1,2,0,1,0.01,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
emrg railgun weapon system,1,4,3,0,0.01,0.333,5.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
enable new tactic,2,3,1,0,0.14,-1,5.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
enable capability,2,2,0,0,0.14,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
enable capability missile defense,1,4,4,0,0.07,0.375,7.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,1
enable fitment,1,2,0,0,0.07,-1,6.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
enable joint eod force,1,4,118,0,0.07,-1,4.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
enable prediction,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
enable u.s.,16,2,0,0,1.14,-1,5.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
enable u.s. technology research,1,4,16,0,0.06,-1,7.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
enable control,1,2,0,0,0.07,-1,6.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
enable directed energy,11,3,8,0,0.79,-1,6.67,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0,0,1
enable directed energy de system,1,5,12,0,0.07,-1,5.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0,0,2
enabled algorithm,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
enables laboratory,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
enables technology,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,2
enabling capability (ec,1,3,1,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
enabling capability (ec ). t itle,1,6,1,0,1.0,-1,4.67,0.833,0.0,0.0,0.0,0.0,0.167,0.0,0,0,2
enabling capability (ec ). t oday,1,6,1,0,1.0,-1,4.67,0.833,0.0,0.0,0.0,0.0,0.167,0.0,0,0,2
enabling capability,1,2,0,0,0.07,-1,9.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
enabling manufacturing technology,1,3,3,0,0.07,-1,10.33,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0,0,2
end,1,1,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
endurance,5,1,0,0,0.36,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
endurance autonomous operation,3,3,0,0,0.21,-1,9.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
enemy attack mode,1,3,1,0,0.07,-1,5.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,1
enemy use,1,2,0,0,0.07,-1,4.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
enemy,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
enemy force,2,2,0,0,0.14,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energetic material system,2,3,12,0,0.14,-1,7.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
energetic material,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
energetics,1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energy,3,1,0,0,0.21,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
energy challenge,1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energy effect,1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energy efficient ship design,1,4,1,0,0.07,-1,6.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
energy effort addressing energy challenge,1,5,1,0,0.07,-1,7.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
energy network,1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energy research,1,2,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energy system,1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energy technology,13,2,0,0,0.93,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
energy technology energy network,1,4,13,0,0.07,7.0,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
energy weapon prototype development innovative naval prototype,1,7,61,0,0.25,0.041,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
energy weapon prototype development inp effort,1,6,18,0,0.25,0.139,6.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
energy weapon system size,1,4,4,0,0.07,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
energy weapon,4,2,0,0,0.29,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energy & p ropulsion,5,4,0,0,0.36,-1,4.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0,0,1
energy de,12,2,0,0,0.86,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
energy de directed energy,1,4,12,0,0.07,0.812,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
energy research fy,1,3,1,0,0.07,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
energy system technology evaluation program,1,5,1,0,0.07,-1,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
energy system technology evaluation program (es tep),1,7,1,0,1.0,-1,6.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
energy technology electronics,1,3,13,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
energy technology warrior performance,1,4,13,0,0.07,7.0,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
engineer,3,1,0,0,0.21,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
engineer (pe case,1,3,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
engineering,79,1,0,0,5.64,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
engineering career,10,2,0,0,0.13,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
engineering career laboratory personnel,1,4,10,0,0.01,1.833,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
engineering discipline,6,2,0,0,0.08,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
engineering discipline u.s. navy,1,4,336,0,0.01,0.01,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
engineering (s&e,1,2,0,0,0.01,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
engineering aircraft technology,1,3,1,0,0.01,-1,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
engineering apprenticeship program,6,3,0,0,0.08,-1,10.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
engineering apprenticeship program (se ap,2,5,6,0,0.03,-1,7.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
engineering apprenticeship program naval research enterprise intern program,1,8,747,0,0.17,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
engineering workforce capability,2,3,2,0,0.03,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
enhance,2,1,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
enhance fire capability,2,3,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
enhance auditory processing augmentation strategy,1,5,1,0,0.07,-1,9.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
enhance coherent energy transfer,1,4,1,0,0.07,-1,7.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
enhance connection,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
enhance diver capability,1,3,1,0,0.07,-1,7.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
enhance naval cybersecurity,1,3,2,0,0.07,-1,8.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,4
enhance warfighter performance,1,3,52,0,0.07,-1,9.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,4
enhanced access,5,2,0,0,0.36,-1,7.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,1,4
enhanced capability,3,2,0,0,0.21,-1,9.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,1,4
enhanced cyber security protection,1,4,0,0,0.07,-1,7.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
enhanced cyber security protection . in investment represent game,1,9,1,0,1.0,-1,6.33,0.667,0.0,0.0,0.222,0.0,0.111,0.0,0,0,2
enhanced spectrum control,1,3,1,0,0.07,-1,7.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
enhanced mobility,1,2,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
enhanced mobility fy,2,3,1,0,0.14,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
enhanced access support advanced development,1,5,5,0,0.07,1.0,8.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0,0,2
enhanced capability aviation aircraft platform,1,5,4,0,0.07,0.5,8.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
enhancement fy,1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
enhancing weapon system effectiveness,1,4,3,0,0.07,-1,8.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
entire electromagnetic spectrum (em,1,4,2,0,0.07,-1,8.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
entire navy s&t program,1,4,0,0,0.07,-1,5.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,1
entrepreneurial opportunity,1,2,0,0,0.07,-1,13.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
environment,4,1,0,0,0.29,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
environment .  t,1,4,0,0,0.07,-1,3.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0,0,2
environment communication,2,2,0,0,0.14,-1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
environment relevant,2,2,0,1,0.14,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
environment requires capability,22,3,0,0,1.57,-1,9.67,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
environment requires capability further shape technology approach,1,7,22,0,0.05,-1,8.43,0.714,0.0,0.286,0.0,0.0,0.0,0.0,0,0,2
environmental intelligence,3,2,0,0,0.21,-1,12.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
eod mission,1,2,0,0,0.07,-1,5.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
eod robot,1,2,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
eod,11,1,0,0,0.79,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
eod eod,1,2,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
eodt,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
equipment,7,1,0,0,0.5,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
equipment platform,1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
equipment technology,1,2,0,0,0.07,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
escalation,1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
essential function,2,2,0,0,0.14,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
essential science,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
establish concept potential,1,3,1,0,0.07,-1,8.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
establishing quality,1,2,0,0,0.07,-1,9.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
estep,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
estep project effort,1,3,37,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
estimate strains/stresses,14,2,0,0,1.0,-1,12.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
estimate strains/stresses stress fracture,1,4,14,0,0.07,2.5,9.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
evaluation,1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
evaluation activity,2,2,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
evaluation capability,2,2,0,0,0.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
event,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
ever-ready quick strike force,1,4,1,0,0.07,-1,6.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
evolutionary capability,2,2,0,0,0.14,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
ew,3,1,0,0,0.21,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ew mission area,2,3,41,0,0.14,-1,4.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
ew radar,1,2,0,0,0.07,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
examination,1,1,0,0,0.07,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
example,1,1,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
excursion,1,1,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
execute domain kill,1,3,2,0,0.07,-1,5.67,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
executing onr,35,2,0,0,2.5,-1,6.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
executing onr project are fixed cost,1,6,35,0,0.03,1.8,5.17,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,2
execution,6,1,0,0,0.43,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
executive oversight,2,2,0,0,0.14,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
exercise effort,4,2,0,0,0.29,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
exercise effort north atlantic treaty organization,1,6,4,0,0.25,2.5,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
exercise,1,1,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
existing capability,5,2,0,0,0.36,-1,9.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
existing capability acquisition program,34,4,131,0,2.43,0.149,9.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
existing capability acquisition program acquisition decision,17,6,131,0,0.5,0.193,9.17,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
existing capability acquisition program acquisition decision warfighting system,14,8,131,0,0.41,0.073,9.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
existing capability acquisition program acquisition decision warfighting system department information security concern,1,12,131,0,0.07,0.103,9.0,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
expand,1,1,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
expand operational experimentation effort,1,4,2,0,0.07,-1,9.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
expanded on-going,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
expedite transition,2,2,0,0,0.14,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
expeditionary combat system,1,3,1,0,0.07,-1,8.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
expeditionary cyber cyber related demonstration,1,5,0,0,0.07,-1,8.6,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0,0,2
expeditionary cyber description,1,3,1,0,0.07,-1,9.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
expeditionary cyber operation - d evelop proof,2,7,1,0,-1,-1,5.71,0.429,0.0,0.0,0.429,0.0,0.143,0.0,0,0,2
expeditionary force,2,2,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
expeditionary maneuver warfare (em,1,4,1,0,0.07,-1,7.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
expeditionary warfighting need,2,3,1,0,0.14,-1,9.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
expeditionary cybersecurity research fy,1,4,1,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
expeditionary fast transport,2,3,0,0,0.14,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
expeditionary logistics,2,2,0,0,0.14,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
expeditionary medicine,3,2,0,0,0.21,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
expeditionary warfare,9,2,0,0,0.64,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
expeditionary warfare applied research program element,1,6,172,0,0.11,0.029,8.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
expeditionary warfare applied research program element (pe,1,7,172,0,0.11,0.109,7.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
expeditionary warfare joint eod,1,4,118,0,0.07,0.042,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
expeditionary warfare joint eod system component,1,6,118,0,0.11,1.667,7.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
expeditionary warfare naval sea mining,1,5,9,0,0.07,5.0,6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
expeditionary warfighting capability area,3,4,1,0,0.21,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
